Season,Year,City,Sport,Discipline,Athlete,Gender,Event,Medal,Country,Population
summer,1988,Seoul,Fencing,Fencing,"PUSCH, Alexander",Men,Épée Team,Silver,,
summer,1988,Seoul,Fencing,Fencing,"SCHMITT, Arnd Rüdiger",Men,Épée Team,Silver,,
summer,1988,Seoul,Fencing,Fencing,"ROMANKOV, Aleksander",Men,Foil Individual,Bronze,,
summer,1988,Seoul,Fencing,Fencing,"CERIONI, Stefano",Men,Foil Individual,Gold,Italy,60802085.0
summer,1988,Seoul,Fencing,Fencing,"WAGNER, Udo",Men,Foil Individual,Silver,,
summer,1988,Seoul,Fencing,Fencing,"FUNKENHAUSER, Zita-Eva",Women,Foil Individual,Bronze,,
summer,1988,Seoul,Fencing,Fencing,"FICHTEL-MAURITZ, Anja",Women,Foil Individual,Gold,,
summer,1988,Seoul,Fencing,Fencing,"BAU, Sabine Christiane",Women,Foil Individual,Silver,,
summer,1988,Seoul,Fencing,Fencing,"BUSA, Istvan",Men,Foil Team,Bronze,Hungary,9844686.0
summer,1988,Seoul,Fencing,Fencing,"ERSEK, Zsolt",Men,Foil Team,Bronze,Hungary,9844686.0
summer,1988,Seoul,Fencing,Fencing,"GATAI, Robert",Men,Foil Team,Bronze,Hungary,9844686.0
summer,1988,Seoul,Fencing,Fencing,"SZEKERES, Pal",Men,Foil Team,Bronze,Hungary,9844686.0
summer,1988,Seoul,Fencing,Fencing,"SZELEI, Istvan",Men,Foil Team,Bronze,Hungary,9844686.0
summer,1988,Seoul,Fencing,Fencing,"APTIAOURI, Vladimir",Men,Foil Team,Gold,,
summer,1988,Seoul,Fencing,Fencing,"IBRAGUIMOV, Anvar",Men,Foil Team,Gold,,
summer,1988,Seoul,Fencing,Fencing,"KORETSKI, Boris",Men,Foil Team,Gold,,
summer,1988,Seoul,Fencing,Fencing,"MAMEDOV, Ilgar",Men,Foil Team,Gold,,
summer,1988,Seoul,Fencing,Fencing,"ROMANKOV, Aleksander",Men,Foil Team,Gold,,
summer,1988,Seoul,Fencing,Fencing,"BEHR, Matthias",Men,Foil Team,Silver,,
summer,1988,Seoul,Fencing,Fencing,"ENDRES, Thomas",Men,Foil Team,Silver,,
summer,1988,Seoul,Fencing,Fencing,"GEY, Matthias",Men,Foil Team,Silver,,
summer,1988,Seoul,Fencing,Fencing,"SCHRECK, Ulrich Rainer",Men,Foil Team,Silver,,
summer,1988,Seoul,Fencing,Fencing,"WEIDNER, Thorsten",Men,Foil Team,Silver,,
